"data/spectra/329svea.lbl       ","Sawyer, S., 329svea. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_329SVEA_TAB. NASA Planetary Data System, 1998.                       ","329 SVEA      ","ASTEROID","329svea.tab       ","SPECTRA_329SVEA_TAB       ","1990-07-14","1990-07-14","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/34circe.lbl       ","Sawyer, S., 34circe. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_34CIRCE_TAB. NASA Planetary Data System, 1998.                       ","34 CIRCE      ","ASTEROID","34circe.tab       ","SPECTRA_34CIRCE_TAB       ","1987-03-20","1987-03-20","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/386siegena.lbl    ","Sawyer, S., 386siegena. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_386SIEGENA_TAB. NASA Planetary Data System, 1998.                 ","386 SIEGENA   ","ASTEROID","386siegena.tab    ","SPECTRA_386SIEGENA_TAB    ","1990-07-08","1990-07-08","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/387aquitania.lbl  ","Sawyer, S., 387aquitania. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_387AQUITANIA_TAB. NASA Planetary Data System, 1998.             ","387 AQUITANIA ","ASTEROID","387aquitania.tab  ","SPECTRA_387AQUITANIA_TAB  ","1990-07-09","1990-07-09","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/405thia.lbl       ","Sawyer, S., 405thia. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_405THIA_TAB. NASA Planetary Data System, 1998.                       ","405 THIA      ","ASTEROID","405thia.tab       ","SPECTRA_405THIA_TAB       ","1990-07-07","1990-07-07","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/409aspasia.lbl    ","Sawyer, S., 409aspasia. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_409ASPASIA_TAB. NASA Planetary Data System, 1998.                 ","409 ASPASIA   ","ASTEROID","409aspasia.tab    ","SPECTRA_409ASPASIA_TAB    ","1986-11-26","1986-11-26","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/410chloris.lbl    ","Sawyer, S., 410chloris. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_410CHLORIS_TAB. NASA Planetary Data System, 1998.                 ","410 CHLORIS   ","ASTEROID","410chloris.tab    ","SPECTRA_410CHLORIS_TAB    ","1987-04-05","1987-04-05","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/419aurelia.lbl    ","Sawyer, S., 419aurelia. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_419AURELIA_TAB. NASA Planetary Data System, 1998.                 ","419 AURELIA   ","ASTEROID","419aurelia.tab    ","SPECTRA_419AURELIA_TAB    ","1987-04-04","1987-04-04","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/41daphne.lbl      ","Sawyer, S., 41daphne. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_41DAPHNE_TAB. NASA Planetary Data System, 1998.                     ","41 DAPHNE     ","ASTEROID","41daphne.tab      ","SPECTRA_41DAPHNE_TAB      ","1990-07-07","1990-07-07","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/431nephele.lbl    ","Sawyer, S., 431nephele. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_431NEPHELE_TAB. NASA Planetary Data System, 1998.                 ","431 NEPHELE   ","ASTEROID","431nephele.tab    ","SPECTRA_431NEPHELE_TAB    ","1990-07-11","1990-07-11","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/434hungaria.lbl   ","Sawyer, S., 434hungaria. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_434HUNGARIA_TAB. NASA Planetary Data System, 1998.               ","434 HUNGARIA  ","ASTEROID","434hungaria.tab   ","SPECTRA_434HUNGARIA_TAB   ","1990-07-11","1990-07-11","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/44nysa.lbl        ","Sawyer, S., 44nysa. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_44NYSA_TAB. NASA Planetary Data System, 1998.                         ","44 NYSA       ","ASTEROID","44nysa.tab        ","SPECTRA_44NYSA_TAB        ","1990-07-11","1990-07-11","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/45eugenia.lbl     ","Sawyer, S., 45eugenia. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_45EUGENIA_TAB. NASA Planetary Data System, 1998.                   ","45 EUGENIA    ","ASTEROID","45eugenia.tab     ","SPECTRA_45EUGENIA_TAB     ","1987-03-22","1987-03-22","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/476hedwig.lbl     ","Sawyer, S., 476hedwig. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_476HEDWIG_TAB. NASA Planetary Data System, 1998.                   ","476 HEDWIG    ","ASTEROID","476hedwig.tab     ","SPECTRA_476HEDWIG_TAB     ","1988-10-04","1988-10-04","MCD27           ","McDonald Observatory 2.72-m Harlan Smith Ritchey-Chretien equatorial refl.                                                                 ","LCS         ","Large Cassegrain Spectrometer","SAWYER1991                              "
"data/spectra/48doris.lbl       ","Sawyer, S., 48doris. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_48DORIS_TAB. NASA Planetary Data System, 1998.                       ","48 DORIS      ","ASTEROID","48doris.tab       ","SPECTRA_48DORIS_TAB       ","1987-04-05","1987-04-05","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
"data/spectra/505cava.lbl       ","Sawyer, S., 505cava. EAR-A-3-RDR-SAWYER-ASTEROID-SPECTRA-V1.2:SPECTRA_505CAVA_TAB. NASA Planetary Data System, 1998.                       ","505 CAVA      ","ASTEROID","505cava.tab       ","SPECTRA_505CAVA_TAB       ","1990-07-12","1990-07-12","MCD21           ","McDonald Observatory 2.1-m Struve Warner & Swasey reflector                                                                                ","ES2         ","Cassegrain Spectrometer      ","SAWYER1991                              "
